"# PDIoT walking data"
"# Start time: 20190924T085435"
"# Group: A"
"# Subject: Collecting"
"# Activity type: Walking (level ground)"
"# Sensor position: Upper Leg"
"# Side of body: Left"
"# Sensor mounting: Pocket"
"# Number of steps: 100"
"# Notes: 1, 100 steps"
""
"timestamp","seq","accel_x","accel_y","accel_z","gyro_x","gyro_y","gyro_z"
"1569311675580","0","-0.59472656","-0.24804688","0.39453125","-24.4375","22.09375","-5.09375"
"1569311675729","1","-0.7841797","-0.40039062","0.6015625","-19.78125","19.8125","-8.875"
"1569311675787","2","-1.0771484","-0.09765625","0.7841797","-20.71875","-10.6875","45.8125"
"1569311675880","3","-2.0","-1.1464844","0.4951172","-60.125","-34.5625","3.03125"
"1569311676003","4","-0.8183594","-0.296875","0.14453125","45.625","39.28125","-35.0"
"1569311676089","5","-0.8457031","-0.35351562","0.4267578","-20.21875","85.125","-22.53125"
"1569311676178","6","-0.8779297","-0.40234375","0.0126953125","-19.375","47.15625","-28.15625"
"1569311676298","7","-0.91796875","-0.33984375","0.16308594","11.40625","61.09375","-4.03125"
"1569311676389","8","-0.8408203","-0.41992188","0.19628906","12.875","56.0625","-21.0625"
"1569311676478","9","-0.9873047","-0.4169922","0.20605469","-6.59375","35.3125","-22.40625"
"1569311676600","10","-1.21875","-0.3984375","0.12402344","20.0625","24.15625","7.96875"
"1569311676719","11","-0.8125","-0.9550781","-0.15820312","37.40625","-102.96875","47.53125"
"1569311676778","12","-1.0244141","-0.41210938","0.015625","159.46875","-91.4375","4.5"
"1569311676899","13","-0.6113281","-0.24609375","0.2265625","4.0","-129.21875","5.78125"
"1569311676988","14","-0.5605469","-0.2939453","0.3076172","-36.34375","-41.53125","-15.28125"
"1569311677079","15","-0.6669922","-0.11328125","0.6386719","-25.71875","55.96875","-7.875"
"1569311677238","16","-1.0625","-0.34960938","0.9091797","-19.53125","-48.59375","28.96875"
"1569311677288","17","-2.0","-0.9580078","0.5888672","-29.75","-25.28125","25.6875"
"1569311677379","18","-0.78808594","-0.3486328","0.051757812","62.0","44.0625","-37.125"
"1569311677502","19","-0.93847656","-0.3876953","0.36523438","-13.25","90.0","-3.8125"
"1569311677592","20","-0.9033203","-0.34179688","0.10058594","-49.28125","64.8125","-19.0"
"1569311677715","21","-0.8535156","-0.30859375","0.22558594","-17.78125","30.75","-13.625"
"1569311677803","22","-0.86816406","-0.3857422","0.22167969","-2.34375","32.15625","-25.28125"
"1569311677889","23","-1.0791016","-0.49414062","0.25390625","-43.28125","18.65625","-1.84375"
"1569311678007","24","-1.3955078","-0.57421875","0.040039062","-14.53125","-46.46875","48.1875"
"1569311678191","25","-0.89160156","-0.77734375","0.20019531","75.96875","-106.40625","19.9375"
"1569311678191","26","-0.85058594","-0.3515625","0.34277344","18.40625","-112.3125","9.5625"
