"# PDIoT walking data"
"# Start time: 20190924T085148"
"# Group: A"
"# Subject: Collecting"
"# Activity type: Walking (level ground)"
"# Sensor position: Upper Leg"
"# Side of body: Right"
"# Sensor mounting: Pocket"
"# Number of steps: 100"
"# Notes: 1, 100 steps"
""
"timestamp","seq","accel_x","accel_y","accel_z","gyro_x","gyro_y","gyro_z"
"1569311508242","0","-1.359375","0.20800781","-0.30566406","16.59375","-18.4375","-69.09375"
"1569311508300","1","-1.0166016","0.044921875","-0.040039062","-23.15625","-79.71875","4.3125"
"1569311508389","2","-0.6591797","-0.12207031","0.06542969","47.21875","-58.375","10.25"
"1569311508480","3","-0.72753906","0.049804688","0.20507812","27.34375","-38.09375","-7.78125"
"1569311508634","4","-0.8466797","-0.1875","0.4091797","5.90625","29.34375","3.34375"
"1569311508688","5","-1.0039062","-0.20117188","0.5839844","31.0","-14.34375","-2.625"
"1569311508779","6","-2.0","0.23535156","-0.0126953125","32.5625","-101.28125","-34.9375"
"1569311508899","7","-1.0966797","0.12695312","0.046875","-44.15625","-14.84375","-15.46875"
"1569311508990","8","-0.8798828","0.024414062","0.20996094","-4.40625","57.1875","0.96875"
"1569311509080","9","-0.8408203","-0.09765625","0.040039062","-42.75","56.4375","-3.0"
"1569311509200","10","-0.85058594","-0.18164062","0.15527344","-13.0625","20.125","14.5625"
"1569311509387","11","-0.89160156","-0.14355469","0.18652344","-6.65625","26.71875","34.15625"
"1569311509388","12","-0.96972656","-0.1640625","0.21582031","-27.65625","20.96875","9.9375"
"1569311509500","13","-1.2919922","-0.2421875","-0.34375","-22.21875","24.46875","-48.40625"
"1569311509589","14","-1.5771484","0.29589844","0.053710938","21.71875","-69.09375","-39.8125"
"1569311509683","15","-0.8125","-0.24511719","0.08203125","0.53125","-78.8125","15.1875"
"1569311509803","16","-0.61328125","0.041992188","0.17285156","78.78125","-44.75","3.21875"
"1569311509890","17","-0.63671875","-0.046875","0.25097656","17.3125","10.59375","12.9375"
"1569311509980","18","-1.0039062","-0.0078125","0.42773438","9.09375","13.71875","-21.125"
"1569311510100","19","-0.7216797","-0.47460938","0.6748047","9.375","-7.53125","-15.75"
"1569311510190","20","-1.3994141","0.3076172","0.25585938","-22.65625","-15.03125","22.25"
"1569311510281","21","-0.95214844","-0.09375","-0.08886719","-31.625","21.78125","15.84375"
"1569311510399","22","-0.81640625","0.055664062","0.18066406","-14.25","60.40625","-6.59375"
"1569311510490","23","-0.7578125","-0.16699219","0.13085938","-35.90625","37.9375","11.75"
"1569311510584","24","-0.88671875","-0.17089844","0.21484375","-3.90625","29.09375","32.21875"
"1569311510670","25","-0.9589844","-0.10253906","0.103515625","-20.84375","18.40625","21.28125"
"1569311510826","26","-1.1435547","-0.14550781","0.1484375","-24.125","15.71875","0.34375"
"1569311510884","27","-1.3847656","0.034179688","-0.12597656","12.5","-44.03125","-66.84375"
"1569311510970","28","-0.93847656","-0.025390625","0.08691406","-10.875","-74.59375","7.5625"
"1569311511092","29","-0.5966797","-0.05078125","0.12890625","63.40625","-61.53125","0.71875"
"1569311511181","30","-0.67285156","0.020507812","0.19726562","48.09375","-14.3125","-1.1875"
"1569311511305","31","-0.9160156","-0.15332031","0.34277344","5.1875","17.6875","-11.4375"
"1569311511390","32","-0.9667969","-0.4580078","0.7236328","19.21875","-2.21875","-0.625"
"1569311511480","33","-1.3574219","0.47070312","0.10253906","-42.8125","-14.25","-11.71875"
"1569311511572","34","-1.0986328","0.078125","-0.13867188","-57.03125","-15.15625","5.65625"
"1569311511727","35","-0.77246094","0.13574219","0.27441406","-20.40625","58.46875","-5.5625"
"1569311511783","36","-0.8251953","-0.22363281","0.16699219","-19.375","52.46875","13.21875"
"1569311511869","37","-0.8466797","-0.18359375","0.21679688","-4.90625","20.0","25.0625"
"1569311511988","38","-0.8857422","-0.06542969","0.13867188","-4.34375","17.9375","27.875"
"1569311512083","39","-1.2470703","-0.12402344","0.25","-17.96875","23.125","-9.65625"
"1569311512173","40","-1.4257812","0.19433594","-0.21289062","11.09375","-40.71875","-61.46875"
"1569311512292","41","-1.0488281","-0.12402344","-0.021484375","-6.71875","-58.59375","13.40625"
"1569311512380","42","-0.6845703","-0.0390625","0.16503906","35.09375","-73.375","-1.125"
"1569311512468","43","-0.68359375","-0.0107421875","0.24414062","39.15625","-24.125","-4.03125"
"1569311512593","44","-0.85058594","-0.18847656","0.38964844","8.90625","35.4375","-1.0"
"1569311512682","45","-0.9921875","-0.3857422","0.66308594","25.1875","-6.4375","-0.5"
"1569311512801","46","-1.3144531","0.32421875","0.26757812","-9.71875","-46.34375","-13.6875"
"1569311512892","47","-1.1210938","0.140625","-0.14453125","-43.21875","-11.625","9.5625"
"1569311512979","48","-0.73828125","0.061523438","0.18261719","-23.6875","51.125","-4.40625"
"1569311513103","49","-0.78125","-0.15820312","0.11621094","-9.84375","50.59375","1.625"
"1569311513191","50","-0.82910156","-0.18945312","0.2548828","-5.9375","26.0","16.9375"
"1569311513279","51","-0.94628906","-0.11621094","0.15917969","-10.28125","26.40625","25.4375"
