"# PDIoT walking data"
"# Start time: 20190924T085400"
"# Group: A"
"# Subject: Collecting"
"# Activity type: Walking (level ground)"
"# Sensor position: Upper Leg"
"# Side of body: Left"
"# Sensor mounting: Pocket"
"# Number of steps: 30"
"# Notes: 1, 30 steps"
""
"timestamp","seq","accel_x","accel_y","accel_z","gyro_x","gyro_y","gyro_z"
"1569311640811","0","-0.89746094","-0.54785156","0.26171875","61.375","43.5625","-5.3125"
"1569311640812","1","-1.3945312","-0.5644531","-0.03125","38.375","-31.5625","57.1875"
"1569311640899","2","-1.0273438","-0.7109375","0.2919922","104.34375","-62.5625","-1.96875"
"1569311641020","3","-0.88378906","-0.37695312","0.25585938","47.15625","-132.8125","-8.5"
"1569311641110","4","-0.61328125","-0.421875","0.47558594","9.875","-61.40625","-26.5"
"1569311641199","5","-0.69921875","-0.11816406","0.55566406","19.46875","37.15625","-30.96875"
"1569311641357","6","-0.8457031","-0.2939453","0.6386719","-14.125","35.5","-23.6875"
"1569311641415","7","-0.95214844","-0.057617188","0.9111328","13.71875","-11.78125","54.625"
"1569311641533","8","-1.6699219","-0.77246094","0.7109375","-52.9375","3.53125","17.9375"
"1569311641622","9","-0.70703125","-0.32226562","0.15039062","39.34375","23.96875","-29.8125"
"1569311641710","10","-0.8769531","-0.3330078","0.28027344","4.5625","88.53125","-17.90625"
"1569311641798","11","-0.89941406","-0.36132812","0.07128906","-13.75","41.25","-31.6875"
"1569311641921","12","-0.90527344","-0.28320312","0.20117188","14.3125","39.84375","-16.75"
"1569311642010","13","-0.85253906","-0.36621094","0.27929688","28.0625","52.53125","-19.65625"
"1569311642099","14","-0.97753906","-0.25976562","0.13574219","-14.71875","21.96875","-15.40625"
"1569311642220","15","-1.0839844","-0.35253906","0.15625","41.125","34.46875","7.90625"
"1569311642313","16","-1.0820312","-0.78222656","-0.111328125","50.40625","-64.15625","47.34375"
"1569311642402","17","-1.0507812","-0.640625","0.19042969","154.34375","-50.4375","-0.125"
"1569311642519","18","-0.75683594","-0.2578125","0.265625","43.5","-103.21875","-8.5"
"1569311642640","19","-0.48632812","-0.3701172","0.30566406","-5.03125","-42.5625","-25.03125"
"1569311642701","20","-0.54785156","-0.08496094","0.46191406","5.90625","74.03125","-32.5625"
"1569311642852","21","-1.1005859","-0.43945312","0.6923828","15.78125","27.15625","-6.5"
"1569311642908","22","-0.61035156","-0.15234375","0.62402344","-0.375","-27.96875","25.1875"
"1569311643000","23","-0.38671875","-0.44628906","0.3046875","68.09375","30.25","10.0625"
"1569311643119","24","-1.1513672","-0.54296875","0.0107421875","17.0","49.25","-52.25"
"1569311643209","25","-0.8378906","-0.3154297","0.19140625","61.4375","95.03125","-20.84375"
"1569311643305","26","-0.9091797","-0.31835938","0.14355469","50.71875","52.59375","-18.3125"
"1569311643388","27","-0.93066406","-0.26953125","0.19042969","73.84375","57.84375","-11.5"
"1569311643511","28","-0.8339844","-0.3515625","0.24511719","18.21875","43.375","-26.75"
"1569311643602","29","-0.8935547","-0.42285156","0.25683594","46.375","34.46875","-19.25"
"1569311643718","30","-1.2724609","-0.13964844","0.026367188","46.90625","29.78125","-3.625"
"1569311643815","31","-0.8613281","-0.78222656","-0.06933594","47.78125","-77.96875","24.9375"
"1569311643901","32","-1.0742188","-0.4013672","-0.076171875","140.375","-67.71875","0.96875"
"1569311643991","33","-0.7998047","-0.2421875","0.28710938","13.15625","-103.21875","-13.03125"
"1569311644110","34","-0.59472656","-0.2685547","0.51660156","-28.59375","-11.96875","-15.53125"
"1569311644199","35","-0.81152344","-0.1484375","0.57421875","-3.6875","26.15625","-11.78125"
"1569311644294","36","-0.78808594","-0.1796875","0.6826172","-18.875","-6.0625","4.5625"
"1569311644409","37","-0.6074219","-0.109375","0.6904297","-43.09375","-58.65625","27.5"
"1569311644504","38","-0.23730469","-0.52441406","0.60253906","21.34375","-27.34375","57.90625"
"1569311644592","39","-0.88671875","-0.64453125","-0.1328125","15.625","64.6875","-47.4375"
"1569311644709","40","-0.7421875","-0.45507812","0.12402344","-6.90625","80.125","-5.3125"
"1569311644803","41","-1.0195312","-0.31054688","0.14355469","4.75","52.09375","-9.0625"
"1569311644889","42","-0.9423828","-0.23339844","0.17285156","8.53125","43.9375","-3.375"
"1569311645009","43","-0.9033203","-0.3828125","0.21875","-0.0625","34.78125","-16.3125"
"1569311645102","44","-0.93652344","-0.40039062","0.12109375","-7.9375","19.46875","-9.84375"
"1569311645219","45","-1.1933594","-0.39941406","0.2548828","31.84375","41.125","-9.84375"
"1569311645341","46","-1.0859375","-0.7324219","0.026367188","26.15625","-69.53125","37.28125"
"1569311645402","47","-1.0800781","-0.49316406","0.11230469","89.15625","-98.34375","10.375"
"1569311645492","48","-0.7470703","-0.38476562","0.41015625","10.25","-127.9375","11.09375"
"1569311645608","49","-0.5517578","-0.3486328","0.36914062","-24.3125","-76.75","22.3125"
"1569311645700","50","-0.45410156","-0.18359375","0.4609375","-21.25","27.03125","-12.40625"
"1569311645792","51","-1.1376953","-0.39257812","0.8574219","-41.6875","2.71875","-7.40625"
"1569311645914","52","-0.81152344","-0.18359375","0.78125","-26.8125","-55.25","27.21875"
"1569311646001","53","-0.60058594","-0.6982422","0.4248047","8.65625","48.3125","-4.53125"
"1569311646088","54","-1.0361328","-0.34570312","-0.028320312","-7.09375","51.1875","-56.21875"
"1569311646208","55","-0.8027344","-0.44140625","0.33496094","-15.59375","54.0625","-22.21875"
"1569311646298","56","-0.8623047","-0.3046875","0.22558594","-9.90625","59.90625","-5.375"
"1569311646389","57","-0.80859375","-0.3046875","0.265625","5.78125","45.875","-11.4375"
"1569311646509","58","-0.9316406","-0.35058594","0.12402344","-25.15625","11.8125","-19.90625"
"1569311646599","59","-1.0947266","-0.6953125","0.31640625","14.3125","35.5","5.59375"
"1569311646718","60","-1.0742188","-0.83691406","-0.01953125","23.1875","-70.8125","44.96875"
"1569311646808","61","-1.0341797","-0.34179688","0.08300781","82.6875","-80.21875","15.5"
"1569311646898","62","-0.7080078","-0.34179688","0.3798828","-8.8125","-121.78125","16.65625"
"1569311646989","63","-0.5957031","-0.375","0.36523438","-23.9375","-60.1875","18.84375"
"1569311647109","64","-0.5126953","-0.13964844","0.5029297","-21.0","41.65625","-11.5625"
"1569311647201","65","-1.1435547","-0.2939453","0.81152344","-37.4375","-16.4375","13.46875"
"1569311647290","66","-0.89453125","-0.4248047","0.609375","-45.25","-29.96875","22.03125"
"1569311647409","67","-0.56933594","-0.57128906","0.43164062","1.3125","13.90625","-10.15625"
"1569311647499","68","-0.88183594","-0.3955078","0.03515625","-17.65625","62.125","-27.53125"
"1569311647619","69","-0.7089844","-0.39746094","0.16992188","-18.375","40.5625","-21.875"
"1569311647739","70","-0.90722656","-0.27734375","0.2626953","-16.75","47.78125","-9.53125"
"1569311647800","71","-0.7832031","-0.421875","0.2861328","-8.8125","46.0","-19.25"
"1569311647889","72","-0.9296875","-0.328125","0.06347656","-23.875","19.03125","-14.78125"
"1569311648008","73","-1.1142578","-0.56640625","0.20117188","39.90625","40.09375","-5.5625"
"1569311648099","74","-1.0087891","-0.796875","-0.14453125","14.5625","-102.8125","57.0"
"1569311648188","75","-1.1367188","-0.41992188","0.16796875","118.21875","-94.0","11.875"
"1569311648309","76","-0.74902344","-0.22558594","0.2890625","5.34375","-122.625","21.96875"
"1569311648399","77","-0.54296875","-0.4560547","0.33984375","-51.78125","-68.6875","13.78125"
"1569311648490","78","-0.4560547","-0.10644531","0.5029297","-40.1875","63.53125","-13.0625"
