"# PDIoT walking data"
"# Start time: 20190924T085120"
"# Group: A"
"# Subject: Collecting"
"# Activity type: Walking (level ground)"
"# Sensor position: Upper Leg"
"# Side of body: Right"
"# Sensor mounting: Pocket"
"# Number of steps: 30"
"# Notes: 1, 30 steps"
""
"timestamp","seq","accel_x","accel_y","accel_z","gyro_x","gyro_y","gyro_z"
"1569311480610","0","-0.99609375","-0.15722656","0.26367188","-3.375","27.625","12.0625"
"1569311480698","1","-0.8808594","-0.08691406","0.22851562","0.09375","26.84375","21.65625"
"1569311480821","2","-0.9453125","-0.005859375","0.21679688","-12.53125","28.0","25.125"
"1569311480947","3","-0.9433594","-0.1953125","0.34960938","-47.375","19.03125","18.1875"
"1569311481002","4","-1.6484375","0.033203125","-0.2890625","43.625","-9.125","-79.53125"
"1569311481090","5","-1.0732422","-0.04296875","-0.02734375","-36.9375","-81.875","-13.1875"
"1569311481207","6","-0.8613281","-0.029296875","0.22070312","45.5625","-61.34375","2.0625"
"1569311481367","7","-0.6875","0.041992188","0.22363281","30.625","-35.28125","-10.15625"
"1569311481389","8","-0.6904297","-0.25585938","0.44628906","17.1875","27.375","7.75"
"1569311481511","9","-1.09375","-0.033203125","0.66796875","27.03125","-3.875","-12.84375"
"1569311481601","10","-1.6191406","0.45898438","0.171875","-47.9375","-65.6875","-12.78125"
"1569311481696","11","-1.1328125","-0.0390625","-0.13671875","-32.125","-13.375","21.90625"
"1569311481810","12","-0.8574219","0.055664062","0.23632812","-30.78125","51.125","13.28125"
"1569311481932","13","-0.84375","-0.14941406","0.10839844","-21.0","49.59375","11.09375"
"1569311481990","14","-0.8408203","-0.19042969","0.20898438","0.59375","33.3125","23.25"
"1569311482110","15","-1.0908203","-0.18554688","0.17480469","-18.4375","17.3125","35.6875"
"1569311482199","16","-1.3154297","-0.36816406","-0.024414062","-5.4375","20.1875","-39.375"
"1569311482290","17","-1.5498047","0.39160156","0.060546875","44.96875","-57.75","-55.375"
"1569311482413","18","-0.9345703","-0.2705078","0.08984375","9.3125","-74.65625","-0.8125"
"1569311482499","19","-0.50683594","-0.03515625","0.16796875","56.5625","-45.59375","-11.96875"
"1569311482618","20","-0.61816406","-0.07128906","0.3623047","28.78125","15.65625","-1.71875"
"1569311482708","21","-1.2509766","0.055664062","0.4560547","28.25","21.40625","-8.6875"
"1569311482829","22","-1.4501953","-0.36328125","0.58496094","13.71875","-31.9375","-30.09375"
"1569311482889","23","-1.2001953","0.040039062","0.23339844","-30.46875","-23.09375","13.46875"
"1569311483041","24","-0.8339844","0.13183594","0.2109375","-19.1875","61.3125","26.09375"
"1569311483099","25","-0.6699219","0.040039062","0.07714844","-47.0","61.15625","13.21875"
"1569311483189","26","-0.92089844","-0.22363281","0.234375","-24.25","50.34375","22.9375"
"1569311483311","27","-0.9404297","-0.15332031","0.2529297","-16.0625","37.75","40.6875"
"1569311483399","28","-0.9873047","-0.25","0.3232422","-25.21875","22.375","9.5625"
"1569311483489","29","-1.4570312","0.060546875","-0.37304688","22.8125","-26.3125","-63.375"
"1569311483609","30","-1.2626953","0.053710938","0.05859375","-36.40625","-70.3125","-32.71875"
"1569311483698","31","-0.74902344","-0.11035156","0.234375","40.09375","-63.0625","-6.0625"
"1569311483788","32","-0.4736328","0.0146484375","0.21777344","58.53125","-27.90625","-16.4375"
"1569311483909","33","-0.7001953","-0.2890625","0.45507812","24.03125","35.75","-5.625"
"1569311483998","34","-1.0556641","-0.19335938","0.78808594","43.9375","-15.625","4.625"
"1569311484089","35","-1.53125","0.5175781","0.022460938","-53.71875","-44.21875","-19.375"
"1569311484209","36","-1.1640625","0.08496094","-0.10839844","-45.0625","-15.53125","22.75"
"1569311484300","37","-0.74121094","0.083984375","0.18457031","-52.5","33.1875","7.75"
"1569311484390","38","-0.9199219","-0.19433594","0.17675781","-7.53125","59.5625","11.53125"
"1569311484512","39","-0.8652344","-0.064453125","0.2685547","-4.65625","29.59375","22.3125"
"1569311484603","40","-1.0205078","-0.14257812","0.18164062","-19.71875","28.0","28.25"
"1569311484691","41","-1.2382812","-0.15917969","0.16503906","-23.03125","20.0625","-10.21875"
"1569311484809","42","-1.6650391","0.453125","0.087890625","30.6875","-49.09375","-70.9375"
"1569311484996","43","-0.9267578","-0.3564453","0.115234375","4.875","-78.5625","8.78125"
"1569311484997","44","-0.5253906","0.01171875","0.14941406","71.15625","-59.03125","-9.71875"
"1569311485110","45","-0.6230469","-0.052734375","0.30566406","25.5625","-2.8125","-7.53125"
"1569311485229","46","-1.0644531","-0.16113281","0.44433594","21.15625","11.9375","-24.5625"
"1569311485290","47","-1.4140625","-0.36328125","0.6425781","27.75","-4.15625","-18.875"
"1569311485440","48","-0.9638672","0.15820312","0.15039062","-28.75","-26.8125","24.875"
"1569311485499","49","-0.87597656","0.11425781","0.24609375","3.65625","70.40625","28.90625"
"1569311485619","50","-0.7050781","-0.020507812","0.07421875","-13.25","71.53125","12.1875"
"1569311485739","51","-0.8378906","-0.18164062","0.20996094","1.625","41.25","6.875"
"1569311485801","52","-0.91796875","-0.107421875","0.16796875","4.6875","36.1875","30.25"
"1569311485889","53","-1.1386719","-0.39257812","0.33691406","-44.09375","20.4375","23.4375"
"1569311486009","54","-1.6386719","0.2607422","-0.10546875","31.90625","-6.53125","-56.96875"
"1569311486101","55","-1.3310547","0.16015625","-0.111328125","-1.34375","-88.9375","-40.125"
"1569311486188","56","-0.77441406","-0.10058594","0.13574219","18.78125","-89.96875","-0.25"
"1569311486312","57","-0.49121094","0.06640625","0.22265625","25.375","-65.03125","-14.65625"
"1569311486403","58","-0.55566406","-0.12207031","0.40527344","11.875","3.84375","1.625"
"1569311486491","59","-1.0751953","-0.29296875","0.7441406","26.71875","21.84375","-13.125"
"1569311486609","60","-1.7832031","0.16796875","0.3125","20.625","-34.5","-3.75"
"1569311486699","61","-1.1826172","0.13769531","-0.091796875","-64.34375","-11.375","15.25"
"1569311486789","62","-0.7685547","-0.016601562","0.234375","-28.34375","46.96875","12.5625"
"1569311486911","63","-0.83203125","-0.20214844","0.13183594","-14.34375","58.75","10.90625"
"1569311486999","64","-0.8857422","-0.103515625","0.23730469","5.65625","38.0625","7.6875"
"1569311487089","65","-0.89746094","-0.1015625","0.15917969","-1.96875","28.5625","41.4375"
"1569311487209","66","-1.1523438","-0.27246094","0.3984375","-15.59375","27.34375","4.6875"
"1569311487299","67","-1.5322266","0.26367188","-0.15429688","18.53125","-21.875","-64.59375"
"1569311487419","68","-0.9716797","0.024414062","-0.115234375","-31.75","-86.375","-22.78125"
"1569311487509","69","-0.70410156","-0.033203125","0.24902344","29.09375","-58.5625","3.15625"
"1569311487600","70","-0.6201172","0.0126953125","0.23828125","24.71875","-26.875","-10.75"
"1569311487688","71","-0.74902344","-0.33496094","0.4248047","26.90625","33.0","7.5625"
"1569311487808","72","-0.9501953","-0.20605469","0.7988281","23.1875","-30.21875","11.71875"
"1569311487899","73","-1.3955078","0.8378906","-0.021484375","-58.5","32.21875","-2.09375"
"1569311488113","74","-0.78222656","-0.12402344","-0.057617188","-40.0625","-5.5625","30.9375"
"1569311488114","75","-0.6435547","0.048828125","0.111328125","-36.6875","58.34375","3.71875"
"1569311488199","76","-0.8183594","-0.10253906","0.107421875","-33.65625","46.0625","14.6875"
"1569311488320","77","-0.9091797","-0.08691406","0.28125","-18.4375","28.5","34.59375"
"1569311488409","78","-0.9501953","-0.33496094","0.17773438","-21.5","10.59375","21.09375"
"1569311488498","79","-1.4638672","-0.13183594","-0.38476562","31.125","21.59375","-56.59375"
"1569311488588","80","-1.3740234","0.26660156","0.026367188","-7.46875","-74.90625","-41.8125"
"1569311488710","81","-0.81347656","-0.08105469","0.11425781","15.0","-75.53125","-0.9375"
"1569311488801","82","-0.5214844","0.026367188","0.16796875","52.96875","-41.03125","-13.4375"
"1569311488891","83","-0.6142578","-0.20019531","0.36621094","31.90625","27.5","7.5625"
"1569311489041","84","-1.4228516","0.06542969","0.63964844","39.65625","5.90625","-9.15625"
"1569311489098","85","-2.0","0.22363281","0.16015625","-42.625","-72.28125","-15.75"
"1569311489190","86","-1.1230469","0.015625","-0.072265625","-44.21875","-13.875","15.125"
"1569311489309","87","-0.7783203","-0.03125","0.22558594","-38.21875","42.53125","10.0625"
"1569311489399","88","-0.8544922","-0.041015625","0.11328125","-5.15625","58.625","7.90625"
"1569311489489","89","-0.8671875","-0.13183594","0.19335938","-12.96875","33.5","22.9375"
"1569311489609","90","-0.97753906","-0.17675781","0.19042969","-22.53125","10.46875","41.90625"
"1569311489699","91","-1.1777344","-0.013671875","0.061523438","4.6875","36.0625","-33.59375"
"1569311489789","92","-1.5429688","0.5498047","-0.09472656","40.34375","-45.5","-55.6875"
"1569311489909","93","-0.9814453","-0.13183594","0.076171875","-14.53125","-65.3125","1.09375"
"1569311489999","94","-0.5419922","-0.053710938","0.15527344","41.96875","-58.78125","-11.6875"
"1569311490091","95","-0.6269531","-0.030273438","0.29882812","35.3125","7.75","-2.9375"
"1569311490210","96","-1.0830078","-0.07128906","0.4892578","29.71875","15.4375","-17.34375"
"1569311490299","97","-1.2089844","-0.30078125","0.49902344","3.09375","-16.6875","-25.40625"
"1569311490390","98","-1.1201172","0.08496094","0.2265625","-37.90625","-27.53125","24.75"
"1569311490509","99","-0.9316406","-0.0107421875","0.22753906","-28.15625","69.4375","29.09375"
"1569311490609","100","-0.75878906","-0.051757812","0.12402344","-24.0625","57.40625","20.5625"
"1569311490689","101","-0.9267578","-0.11328125","0.21386719","-15.28125","31.96875","13.53125"
"1569311490809","102","-0.92578125","-0.09667969","0.23925781","-20.78125","22.4375","43.1875"
"1569311490899","103","-0.9003906","-0.27246094","0.3408203","-14.34375","16.03125","-1.3125"
"1569311490990","104","-1.5273438","0.15820312","-0.13964844","14.375","-18.625","-52.5"
"1569311491110","105","-1.2519531","0.028320312","0.049804688","-18.9375","-75.875","-32.25"
"1569311491199","106","-0.7001953","-0.06347656","0.119140625","32.8125","-60.4375","-3.5"
"1569311491290","107","-0.60253906","0.037109375","0.20507812","42.46875","-35.46875","-18.25"
"1569311491409","108","-0.6777344","-0.24316406","0.40527344","24.75","32.40625","8.09375"
"1569311491499","109","-1.171875","9.765625E-4","0.67089844","41.375","-11.3125","3.34375"
"1569311491589","110","-1.7871094","0.15332031","0.17871094","24.53125","-71.71875","-8.0"
"1569311491709","111","-1.1230469","-0.029296875","0.078125","-47.4375","-19.0625","3.9375"
"1569311491799","112","-0.85839844","0.041015625","0.21386719","-33.09375","45.6875","4.9375"
"1569311491889","113","-0.7998047","-0.060546875","0.08203125","-38.46875","49.84375","14.625"
"1569311492009","114","-0.9238281","-0.17675781","0.23535156","-21.6875","28.65625","21.59375"
"1569311492099","115","-0.796875","-0.06933594","0.31445312","-16.0","16.71875","35.6875"
"1569311492190","116","-0.7373047","-0.2998047","0.27441406","-26.125","24.71875","18.21875"
"1569311492310","117","-1.5927734","-0.2705078","-0.23925781","36.3125","-2.75","-69.84375"
"1569311492400","118","-1.4941406","0.07324219","0.12890625","12.625","-73.5625","-29.625"
