"# PDIoT walking data"
"# Start time: 20190924T084817"
"# Group: A"
"# Subject: Collecting"
"# Activity type: Walking (level ground)"
"# Sensor position: Torso"
"# Side of body: Left"
"# Sensor mounting: Pocket"
"# Number of steps: 10"
"# Notes: 1"
""
"timestamp","seq","accel_x","accel_y","accel_z","gyro_x","gyro_y","gyro_z"
"1569311297526","0","-0.9921875","0.14160156","0.047851562","17.625","0.34375","-2.21875"
"1569311297609","1","-0.96972656","0.16796875","0.024414062","0.15625","-0.625","-4.59375"
"1569311297732","2","-0.9794922","0.12890625","0.048828125","-3.8125","-0.625","-3.625"
"1569311297822","3","-0.98535156","0.12695312","0.056640625","-5.03125","-0.8125","-2.21875"
"1569311297945","4","-1.0019531","0.14550781","0.06738281","-1.40625","-0.625","-0.3125"
"1569311298035","5","-0.9921875","0.14746094","0.0703125","-2.15625","-2.8125","-0.0625"
"1569311298123","6","-0.98535156","0.15136719","0.06347656","-4.40625","-2.40625","-0.125"
"1569311298213","7","-0.99121094","0.13574219","0.047851562","1.75","-0.1875","1.3125"
"1569311298334","8","-0.98828125","0.12988281","0.06640625","0.78125","2.1875","-0.625"
"1569311298423","9","-0.98339844","0.13378906","0.041015625","3.28125","0.90625","1.09375"
"1569311298514","10","-0.9746094","0.13085938","0.04296875","0.46875","0.09375","-0.8125"
"1569311298634","11","-0.9863281","0.140625","0.06640625","-1.90625","0.21875","-1.96875"
"1569311298720","12","-0.98046875","0.11328125","0.041015625","0.71875","2.65625","-3.96875"
"1569311298810","13","-0.94140625","0.08105469","0.059570312","0.0","9.6875","-9.125"
"1569311298932","14","-1.0507812","0.0546875","0.0859375","11.03125","20.5","-10.21875"
"1569311299027","15","-0.9550781","0.11328125","0.03125","9.875","13.15625","-4.96875"
"1569311299112","16","-0.9394531","0.15332031","0.080078125","2.96875","19.03125","-6.5"
"1569311299233","17","-0.984375","0.087890625","0.095703125","3.90625","14.8125","-3.8125"
"1569311299321","18","-1.015625","0.111328125","0.0625","2.0","13.0","1.8125"
"1569311299414","19","-1.1289062","0.15625","0.076171875","6.5625","-2.21875","15.0625"
"1569311299598","20","-1.2011719","0.1015625","-0.037109375","-8.8125","-16.375","16.03125"
"1569311299620","21","-0.87402344","0.21875","-0.11328125","-37.96875","-0.375","2.84375"
"1569311299714","22","-0.9355469","0.18554688","-0.17480469","-70.8125","15.25","-6.4375"
"1569311299830","23","-0.8808594","0.18066406","-0.059570312","-81.875","6.28125","-8.875"
"1569311299923","24","-0.9169922","0.16308594","0.0048828125","-72.28125","6.75","-12.65625"
"1569311300010","25","-0.9628906","0.15820312","0.0068359375","-39.9375","2.4375","-9.34375"
"1569311300130","26","-1.0585938","0.22851562","0.0107421875","-23.75","-2.75","-9.90625"
"1569311300221","27","-1.3808594","0.13867188","0.07714844","-5.875","-29.0625","1.09375"
"1569311300310","28","-1.0078125","-0.16015625","-0.31933594","-4.96875","-8.1875","-12.96875"
"1569311300433","29","-0.8808594","0.060546875","-0.009765625","14.875","-19.4375","3.90625"
"1569311300526","30","-0.83203125","0.11035156","0.040039062","7.4375","5.0","7.96875"
"1569311300614","31","-0.93359375","0.115234375","0.12011719","20.84375","10.59375","12.5"
"1569311300734","32","-0.91796875","0.18359375","0.13964844","-1.3125","8.71875","7.0"
"1569311300820","33","-1.0478516","0.13378906","0.1328125","-11.0625","11.53125","13.0"
"1569311300916","34","-1.3066406","0.31933594","0.0029296875","8.90625","-10.9375","26.28125"
"1569311301072","35","-0.92285156","0.38964844","-0.30371094","-87.96875","22.6875","6.75"
"1569311301123","36","-0.9248047","0.10058594","-0.016601562","-75.625","22.625","-12.15625"
"1569311301211","37","-0.80078125","0.20898438","-0.049804688","-88.15625","14.28125","-12.96875"
"1569311301332","38","-0.90527344","0.19628906","0.00390625","-62.28125","4.3125","-7.21875"
"1569311301426","39","-0.9033203","0.18457031","0.109375","-59.59375","-12.09375","-12.84375"
"1569311301513","40","-1.0068359","0.32421875","0.0546875","-21.875","1.3125","-6.25"
"1569311301730","41","-1.4169922","0.19238281","0.076171875","-13.03125","-26.125","14.875"
"1569311301737","42","-0.87402344","-0.18847656","-0.1484375","11.875","-4.21875","-18.75"
"1569311301810","43","-0.78808594","0.13378906","0.024414062","-40.1875","22.1875","-10.03125"
"1569311301931","44","-0.83496094","0.14941406","0.119140625","41.25","38.375","2.3125"
"1569311302023","45","-0.9941406","0.087890625","0.09472656","47.90625","25.6875","9.5625"
"1569311302143","46","-0.95214844","0.24609375","0.109375","12.3125","17.75","8.15625"
"1569311302233","47","-1.1240234","0.10839844","0.16796875","7.0","-3.90625","11.59375"
"1569311302320","48","-1.2861328","0.30371094","-0.28808594","-12.78125","-8.625","25.0625"
"1569311302412","49","-1.03125","0.1328125","-0.17578125","-74.21875","29.53125","-3.0"
"1569311302534","50","-0.765625","-0.017578125","-0.087890625","-52.6875","5.65625","-17.34375"
"1569311302623","51","-0.8613281","0.18847656","-0.0048828125","-29.8125","-0.5625","-5.5"
"1569311302717","52","-0.92578125","0.12695312","0.14453125","-28.9375","0.90625","-13.9375"
"1569311302830","53","-1.0371094","0.21582031","0.109375","-5.9375","-5.21875","-9.71875"
"1569311302924","54","-1.5732422","0.22363281","0.11816406","51.875","-43.09375","21.15625"
"1569311303013","55","-1.0107422","-0.15332031","-0.23144531","-25.03125","-18.3125","-10.15625"
"1569311303136","56","-0.7597656","0.020507812","-0.013671875","18.0","2.78125","-6.375"
"1569311303220","57","-0.7783203","0.171875","0.07519531","88.59375","23.78125","7.90625"
"1569311303341","58","-1.0146484","0.05859375","0.11425781","80.71875","13.78125","10.96875"
"1569311303434","59","-0.9160156","0.24804688","0.14257812","26.84375","1.5","4.1875"
"1569311303526","60","-1.1748047","-9.765625E-4","0.29003906","10.96875","-3.75","7.375"
"1569311303610","61","-1.2705078","0.18847656","-0.23925781","-8.5625","8.15625","21.84375"
"1569311303736","62","-0.9970703","0.10644531","-0.20214844","-56.28125","27.21875","2.90625"
"1569311303821","63","-0.7363281","-0.034179688","-0.12402344","-31.3125","-6.78125","-9.90625"
"1569311303917","64","-0.91796875","0.10644531","0.022460938","-14.78125","-16.625","-7.09375"
"1569311304006","65","-0.8798828","0.14160156","0.17480469","-4.96875","-6.3125","-10.875"
"1569311304124","66","-1.0302734","0.23828125","0.13476562","41.65625","-1.84375","-2.34375"
"1569311304214","67","-1.4960938","0.18847656","0.14453125","81.71875","-35.21875","9.5"
"1569311304301","68","-1.0068359","-0.16699219","-0.22753906","-16.125","11.03125","-12.09375"
"1569311304426","69","-0.828125","0.19042969","-0.029296875","93.0625","-2.09375","-7.53125"
"1569311304513","70","-0.7841797","0.05859375","0.08105469","133.03125","16.90625","3.65625"
"1569311304605","71","-0.9355469","0.06542969","0.09863281","75.3125","2.4375","4.0625"
"1569311304723","72","-0.95996094","0.28808594","0.08984375","32.46875","-0.1875","9.6875"
"1569311304811","73","-1.1875","0.12207031","0.28808594","23.46875","-5.8125","9.09375"
"1569311304905","74","-1.21875","0.20898438","-0.27246094","-5.875","-1.1875","24.59375"
"1569311305020","75","-1.1074219","0.078125","-0.1640625","-25.84375","3.21875","9.3125"
"1569311305110","76","-0.7451172","-0.038085938","-0.078125","-38.03125","-19.0625","-21.5"
"1569311305230","77","-0.91503906","0.20019531","0.051757812","-1.3125","-11.375","-7.15625"
"1569311305320","78","-0.9042969","0.140625","0.19433594","2.1875","9.4375","-13.6875"
"1569311305416","79","-0.9296875","0.20996094","0.14550781","64.5","-6.3125","-2.625"
"1569311305502","80","-1.3359375","0.13476562","0.3828125","117.1875","-29.5","6.8125"
"1569311305624","81","-1.1298828","0.056640625","-0.10546875","-8.0","-33.40625","-4.21875"
"1569311305713","82","-0.9345703","0.048828125","-0.08886719","83.59375","-9.40625","-5.375"
"1569311305801","83","-0.8300781","0.10644531","-0.056640625","60.03125","1.375","-10.09375"
"1569311305918","84","-0.91503906","0.12597656","0.045898438","51.125","4.5","1.28125"
